0.0	1.0	0.6
0.05	1.15	0.6799999999999999
0.1	1.3	0.76
0.15000000000000002	1.45	0.84
0.2	1.6	0.9199999999999999
0.25	1.75	1.0
0.30000000000000004	1.9	1.08
0.35000000000000003	2.05	1.1600000000000001
0.4	2.2	1.24
0.45	2.3499999999999996	1.3199999999999998
0.5	2.5	1.4
0.55	2.65	1.48
0.6000000000000001	2.8	1.56
0.65	2.95	1.6400000000000001
0.7000000000000001	3.1	1.7200000000000002
0.75	3.25	1.7999999999999998
0.8	3.4	1.88
0.8500000000000001	3.55	1.96
0.9	3.6999999999999997	2.04
0.9500000000000001	3.85	2.12
1.0	4.0	2.2
